t_s,uc
0.126000,865.2400
0.376000,863.9760
0.626000,864.2800
0.876000,864.3040
1.126000,864.3360
1.376000,865.0800
1.626000,864.7120
1.876000,863.7920
2.126000,864.2480
2.376000,863.8080
2.626000,865.0240
2.876000,864.1680
3.126000,864.9280
3.376000,864.6720
3.626000,865.0640
3.876000,865.1120
4.126000,865.7360
4.376000,864.2480
4.626000,865.3440
4.876000,864.2080
5.126000,865.2320
5.376000,865.3680
5.626000,864.0560
5.876000,864.7680
6.126000,863.7040
6.376000,865.5440
6.626000,864.9120
6.876000,864.0640
7.126000,865.4480
7.376000,864.6000
7.626000,865.5760
7.876000,864.0160
8.126000,864.8800
8.376000,865.2240
8.626000,865.1520
8.876000,863.6560
9.126000,864.0160
9.376000,864.9040
9.626000,864.1360
9.876000,863.8400
10.126000,864.6800
10.376000,864.7840
10.626000,863.6480
10.876000,864.4480
11.126000,864.2640
11.376000,864.2080
11.626000,864.4560
11.876000,863.7520
12.126000,864.2560
12.376000,883.0560
12.626000,947.2320
12.876000,1067.2640
13.126000,1178.6880
13.376000,1209.7040
13.626000,1260.1920
13.876000,1331.3120
14.126000,1371.4640
14.376000,1357.3520
14.626000,1268.7200
14.876000,1279.4320
15.126000,1264.3040
15.376000,1119.6320
15.626000,1222.1200
15.876000,1295.6640
16.126000,1309.7040
16.376000,1323.7120
16.626000,1332.8720
16.876000,1343.4880
17.126000,1404.8880
17.376000,1494.6720
17.626000,1609.0960
17.876000,1625.3040
18.126000,1609.6480
18.376000,1597.6000
18.626000,1601.7840
18.876000,1565.9440
19.126000,1509.6160
19.376000,1622.2080
19.626000,1706.4480
19.876000,1719.1840
20.126000,1734.8240
20.376000,1709.3520
20.626000,1709.7760
20.876000,1710.1760
21.126000,1735.7280
21.376000,1747.0560
21.626000,1749.8480
21.876000,1755.2560
22.126000,1774.7120
22.376000,1833.7280
22.626000,1858.1920
22.876000,1885.1280
23.126000,1895.6480
23.376000,1904.5360
23.626000,1887.1840
