t_s,uc
0.126000,1416.1840
0.376000,1416.7680
0.626000,1415.3600
0.876000,1415.7680
1.126000,1415.7040
1.376000,1414.4480
1.626000,1413.4000
1.876000,1414.0960
2.126000,1414.3520
2.376000,1414.8640
2.626000,1414.4720
2.876000,1413.8960
3.126000,1414.1440
3.376000,1413.1280
3.626000,1413.3360
3.876000,1413.2800
4.126000,1413.7040
4.376000,1413.5920
4.626000,1413.1280
4.876000,1412.2800
5.126000,1412.3600
5.376000,1413.8160
5.626000,1412.3120
5.876000,1412.5920
6.126000,1412.7760
6.376000,1412.0480
6.626000,1411.0720
6.876000,1411.1200
7.126000,1412.4480
7.376000,1412.2800
7.626000,1410.5760
7.876000,1410.5920
8.126000,1410.6320
8.376000,1411.0160
8.626000,1410.0800
8.876000,1409.2240
9.126000,1409.3040
9.376000,1409.4560
9.626000,1409.4640
9.876000,1409.6400
10.126000,1410.0080
10.376000,1409.7520
10.626000,1409.4960
10.876000,1409.7280
11.126000,1410.0720
11.376000,1414.0720
11.626000,1417.9040
11.876000,1418.0320
12.126000,1417.6720
12.376000,1417.8640
12.626000,1417.7600
12.876000,1418.0800
13.126000,1417.5200
13.376000,1417.9680
13.626000,1417.6560
13.876000,1417.2400
14.126000,1417.6240
14.376000,1417.4000
14.626000,1417.8960
14.876000,1417.6800
15.126000,1417.4000
15.376000,1417.4160
15.626000,1417.4400
15.876000,1415.8720
16.126000,1416.5760
16.376000,1416.9360
16.626000,1416.6160
16.876000,1415.9840
17.126000,1416.3280
17.376000,1416.1760
17.626000,1416.1200
17.876000,1416.3360
18.126000,1415.8240
18.376000,1415.7760
18.626000,1416.6000
18.876000,1416.0960
19.126000,1415.4080
19.376000,1414.5120
19.626000,1414.2560
19.876000,1414.0240
20.126000,1414.5120
20.376000,1413.6560
20.626000,1413.7440
20.876000,1413.6960
21.126000,1413.4880
21.376000,1413.2240
21.626000,1413.8800
21.876000,1413.6160
22.126000,1413.4320
22.376000,1413.4720
22.626000,1414.1440
22.876000,1413.7760
23.126000,1413.7040
23.376000,1413.6880
23.626000,1413.7120
23.876000,1413.2960
24.126000,1412.9440
24.376000,1413.5760
24.626000,1413.8720
24.876000,1412.4800
25.126000,1411.8800
25.376000,1412.6480
25.626000,1412.2720
25.876000,1411.8960
26.126000,1411.9440
26.376000,1412.7680
26.626000,1412.3600
26.876000,1412.5120
27.126000,1412.3360
27.376000,1413.7760
27.626000,1411.7280
27.876000,1411.9280
28.126000,1412.5200
28.376000,1412.2000
28.626000,1411.9760
28.876000,1411.9360
29.126000,1411.8960
29.376000,1411.2880
29.626000,1411.1280
29.876000,1411.6480
30.126000,1412.3840
30.376000,1411.5120
30.626000,1411.1120
30.876000,1411.2320
31.126000,1410.7280
31.376000,1410.4480
31.626000,1411.2720
31.876000,1410.6000
32.126001,1409.8320
32.376000,1410.2080
32.626000,1410.1200
32.876000,1409.8640
33.126000,1408.8960
33.376000,1408.7840
33.626000,1409.2640
33.876000,1409.1360
34.126000,1409.5200
34.376000,1408.3200
34.626000,1408.4160
34.876000,1408.3040
35.126000,1407.4000
35.376000,1407.2480
35.626000,1407.1520
35.876000,1408.0000
36.126000,1407.1920
36.376000,1407.2640
36.626000,1407.5920
36.876000,1407.7680
37.126000,1407.6800
37.376000,1407.2240
37.626000,1407.4800
37.876000,1406.2400
38.126000,1406.3040
38.376000,1404.7120
38.626000,1405.7040
38.876000,1405.8320
39.126000,1405.3920
39.376000,1404.8800
39.626000,1403.8880
39.876000,1403.6880
40.126000,1404.2080
40.376000,1403.5280
40.626000,1403.3040
40.876000,1403.1360
41.126000,1402.6000
41.376000,1402.4240
41.626000,1401.7280
41.876000,1400.8800
42.126000,1401.4480
