t_s,uc
0.126000,1366.2080
0.376000,1367.1840
0.626000,1367.0560
0.876000,1367.2000
1.126000,1366.9280
1.376000,1367.5200
1.626000,1366.6720
1.876000,1366.6160
2.126000,1366.3840
2.376000,1366.6000
2.626000,1366.7360
2.876000,1366.7040
3.126000,1366.4400
3.376000,1366.7120
3.626000,1366.7520
3.876000,1366.8400
4.126000,1366.8560
4.376000,1367.9920
4.626000,1367.4720
4.876000,1366.7680
5.126000,1365.9440
5.376000,1366.3040
5.626000,1366.2800
5.876000,1366.5120
6.126000,1366.2400
6.376000,1366.6960
6.626000,1366.3920
6.876000,1366.5120
7.126000,1366.3440
7.376000,1366.4640
7.626000,1366.3760
7.876000,1366.3120
8.126000,1366.6880
8.376000,1365.9920
8.626000,1366.7120
8.876000,1366.5120
9.126000,1366.4080
9.376000,1367.0400
9.626000,1366.6880
9.876000,1367.0880
10.126000,1367.1520
10.376000,1367.0480
10.626000,1367.1040
10.876000,1366.4880
11.126000,1367.3520
11.376000,1366.6720
11.626000,1366.4480
11.876000,1367.9600
12.126000,1367.6880
12.376000,1367.5840
12.626000,1367.5040
12.876000,1367.1120
13.126000,1367.4240
13.376000,1367.2160
13.626000,1366.4240
13.876000,1366.8880
14.126000,1367.3840
14.376000,1367.0160
14.626000,1367.6640
14.876000,1368.0480
15.126000,1367.0080
15.376000,1367.8240
15.626000,1367.5760
15.876000,1367.6400
16.126000,1367.1200
16.376000,1366.9520
16.626000,1366.7840
16.876000,1366.8000
17.126000,1366.3040
17.376000,1366.3440
17.626000,1366.8000
17.876000,1366.6720
18.126000,1367.0080
18.376000,1367.1680
18.626000,1366.8000
18.876000,1404.0160
19.126000,1656.6800
19.376000,1719.3120
19.626000,1841.0160
19.876000,1940.8080
20.126000,2001.5600
20.376000,2053.3200
20.626000,2052.4720
20.876000,2042.2480
21.126000,2104.5600
21.376000,2170.4160
21.626000,2188.3920
21.876000,2170.8160
22.126000,2119.0800
22.376000,2157.7440
22.626000,2171.7680
22.876000,2164.6080
23.126000,2185.4160
23.376000,2177.6080
23.626000,2184.6640
23.876000,2154.1440
24.126000,2184.4720
24.376000,2173.6800
24.626000,2175.1680
24.876000,2175.7840
25.126000,2111.1680
25.376000,2139.4080
25.626000,2139.3760
25.876000,2174.0720
26.126000,2170.1360
26.376000,2163.9360
26.626000,2096.9440
26.876000,2107.4640
27.126000,2097.8720
27.376000,2102.1120
27.626000,2105.5680
27.876000,2124.4320
28.126000,2106.2640
28.376000,2123.4240
28.626000,2136.3920
28.876000,2141.1520
29.126000,2108.8320
29.376000,2107.8320
29.626000,2100.0880
29.876000,2105.8400
30.126000,2112.9200
30.376000,2117.3920
30.626000,2125.1040
30.876000,2124.9120
31.126000,2130.3520
31.376000,2121.9360
31.626000,2118.0320
31.876000,2128.7760
32.126000,2129.3040
32.376000,2128.6480
32.626000,2097.0000
32.876000,2061.8000
33.126000,2068.2400
33.376000,2074.8400
33.626000,2075.7360
33.876000,2066.5360
34.126000,2066.6400
34.376000,2063.3520
34.626000,2068.0720
34.876000,2067.5520
35.126000,2067.1120
35.376000,2066.3840
35.626000,2067.4000
35.876000,2071.4160
36.126000,2074.7520
36.376000,2083.7680
36.626000,2090.1440
36.876000,2084.4960
37.126000,2079.2960
37.376000,2071.7120
37.626000,2077.7360
37.876000,2086.0480
38.126000,2085.9200
38.376000,2074.7360
38.626000,2077.7440
38.876000,2083.9280
39.126000,2078.8800
39.376000,2072.2640
39.626000,2090.6480
