t_s,uc
72.626001,1743.6720
72.876000,1744.2080
73.126001,1741.3280
73.376000,1741.3440
73.626000,1729.3840
73.876000,1736.1600
74.126001,1734.0720
74.376001,1746.9520
74.626000,1752.6160
74.876001,1766.7200
75.126000,1789.4000
75.376001,1806.8560
75.626001,1811.1520
75.876001,1793.1600
76.126001,1772.4080
76.376000,1779.2720
76.626001,1807.3760
76.876001,1789.4960
77.126001,1754.5600
77.376001,1764.1840
77.626000,1766.3680
77.876001,1765.8880
78.126001,1755.7360
78.376001,1715.2080
78.626000,1693.7360
78.876001,1696.4240
79.126001,1679.2160
79.376001,1659.3760
79.626000,1628.3040
79.876000,1644.2720
80.126001,1678.1520
80.376001,1648.7520
80.626000,1645.6960
80.876001,1635.6480
81.126001,1625.9680
81.376001,1606.3200
81.626000,1534.5360
81.876001,1532.9280
82.126001,1564.3760
82.376001,1566.6560
82.626000,1585.4640
82.876001,1590.0800
83.126001,1601.1440
83.376001,1584.0240
83.626001,1551.2800
83.876000,1540.7120
84.126001,1514.1040
84.376001,1496.8000
84.626000,1490.1200
84.876001,1500.1200
85.126001,1493.2800
85.376001,1513.9440
85.626001,1517.1440
85.876000,1515.2400
86.126001,1519.6560
86.376000,1464.6080
86.626001,1297.1680
86.876000,1477.4000
87.126001,1529.7440
87.376001,1521.6560
87.626001,595.2800
87.876000,151.7120
88.126001,11.3200
88.376000,53.8480
88.626000,0.0000
88.876001,0.0000
89.126001,0.0000
89.376001,0.0000
89.626001,0.0000
89.876001,0.0000
90.126001,0.0000
90.376001,0.0000
90.626001,0.0000
90.876001,0.0000
91.126001,0.0000
91.376001,0.0000
91.626001,0.0000
91.876001,0.0000
92.126000,0.0000
92.376000,0.0000
92.626001,0.0000
92.876000,0.0000
93.126001,0.0000
93.376000,0.0000
93.626000,0.0000
93.876001,0.0000
94.126000,0.0000
94.376000,0.0000
94.626001,0.0000
94.876001,0.0000
95.126001,0.0000
95.376001,0.0000
95.626001,0.0000
95.876001,0.0000
96.126001,0.0000
96.376001,0.0000
96.626000,0.0000
96.876000,0.0000
97.126001,0.0000
97.376001,0.0000
97.626001,0.0000
97.876001,0.0000
98.126000,0.0000
98.376000,0.0000
98.626000,0.0000
98.876001,0.0000
99.126001,0.0000
99.376001,0.0000
99.626001,0.0000
99.876001,0.0000
100.126001,0.0000
100.376001,0.0000
100.626001,0.0000
100.876001,0.0000
101.126000,0.0000
101.376000,0.0000
101.626001,0.0000
101.876001,0.0000
102.126001,0.0000
102.376000,0.0000
102.626001,0.0000
102.876001,0.0000
103.126001,0.0000
103.376001,0.0000
103.626001,0.0000
103.876001,0.0000
104.126000,0.0000
104.376000,0.0000
104.626001,0.0000
104.876001,0.0000
