label,empty_mean,empty_std,onset_mean,settled_mean,settled_std,creep_cps,creep_total,creep_pct,noise_std,r_ohms,headroom,in_window
peg_weak_barejaw,1524.3107901768674,1652.2282923729692,730.374650139944,3424.3828,9.587526488099003,8.783540996419527,862.9477687342329,25.200096459257793,614.6783965439049,1958.359328285379,670.6172000000001,False
