detected,TP,FP,FN,sensitivity,PPV,DER,timing_mae_ms,fp_in_gap,fp_outside_span,fp_genuine,fp_in_span,fp_frac_in_gap,record,channel,group,gestation_weeks,ref_beats,units,fs,n_gaps,supplementary
3154,2948,206,1,0.9996609020006781,0.9346861128725428,0.07019328585961343,9.057666214382632,201,0,5,206,0.9757281553398058,ecgca906.edf,Abdomen_1,abdominal,40.285714285714285,2949,uV,1000.0,201,False
3025,2828,197,121,0.9589691420820617,0.9348760330578513,0.10783316378433368,8.687411598302688,194,0,3,197,0.9847715736040609,ecgca906.edf,Abdomen_2,abdominal,40.285714285714285,2949,uV,1000.0,201,False
3451,2936,515,13,0.9955917260088165,0.8507678933642423,0.1790437436419125,10.724795640326976,233,0,282,515,0.4524271844660194,ecgca906.edf,Abdomen_3,abdominal,40.285714285714285,2949,uV,1000.0,201,False
3174,2948,226,1,0.9996609020006781,0.9287964713295526,0.0769752458460495,7.401289009497964,206,0,20,226,0.911504424778761,ecgca906.edf,Abdomen_4,abdominal,40.285714285714285,2949,uV,1000.0,201,False
967,902,65,0,1.0,0.9327817993795243,0.07206208425720621,6.84589800443459,64,1,0,64,1.0,ecgca968.edf,Thorax_1,thoracic,33.57142857142857,902,mV,1000.0,64,False
967,902,65,0,1.0,0.9327817993795243,0.07206208425720621,6.394678492239468,64,1,0,64,1.0,ecgca968.edf,Thorax_2,thoracic,33.57142857142857,902,mV,1000.0,64,False
968,902,66,0,1.0,0.9318181818181818,0.07317073170731707,8.88470066518847,64,1,1,65,0.9846153846153847,ecgca968.edf,Abdomen_1,abdominal,33.57142857142857,902,uV,1000.0,64,False
845,687,158,215,0.761640798226164,0.8130177514792899,0.41352549889135254,9.39155749636099,64,1,93,157,0.40764331210191085,ecgca968.edf,Abdomen_2,abdominal,33.57142857142857,902,uV,1000.0,64,False
975,902,73,0,1.0,0.9251282051282051,0.08093126385809313,10.420177383592018,64,1,8,72,0.8888888888888888,ecgca968.edf,Abdomen_3,abdominal,33.57142857142857,902,uV,1000.0,64,False
38,31,7,871,0.03436807095343681,0.8157894736842105,0.9733924611973392,24.258064516129032,2,0,5,7,0.2857142857142857,ecgca968.edf,Abdomen_4,abdominal,33.57142857142857,902,uV,1000.0,64,False
551,518,33,0,1.0,0.9401088929219601,0.0637065637065637,6.588803088803089,32,1,0,32,1.0,ecgca986.edf,Thorax_1,thoracic,23.857142857142858,518,mV,1000.0,32,False
551,518,33,0,1.0,0.9401088929219601,0.0637065637065637,7.140926640926641,32,1,0,32,1.0,ecgca986.edf,Thorax_2,thoracic,23.857142857142858,518,mV,1000.0,32,False
553,518,35,0,1.0,0.9367088607594937,0.06756756756756757,9.884169884169884,32,1,2,34,0.9411764705882353,ecgca986.edf,Abdomen_1,abdominal,23.857142857142858,518,uV,1000.0,32,False
553,518,35,0,1.0,0.9367088607594937,0.06756756756756757,9.735521235521235,32,1,2,34,0.9411764705882353,ecgca986.edf,Abdomen_2,abdominal,23.857142857142858,518,uV,1000.0,32,False
552,516,36,2,0.9961389961389961,0.9347826086956522,0.07335907335907337,9.575581395348838,32,1,3,35,0.9142857142857143,ecgca986.edf,Abdomen_3,abdominal,23.857142857142858,518,uV,1000.0,32,False
266,249,17,3,0.9880952380952381,0.9360902255639098,0.07936507936507936,7.7269076305220885,14,1,2,16,0.875,ecgca997.edf,Thorax_1,thoracic,23.857142857142858,252,mV,1000.0,14,False
263,248,15,4,0.9841269841269841,0.9429657794676806,0.07539682539682539,8.90725806451613,14,1,0,14,1.0,ecgca997.edf,Thorax_2,thoracic,23.857142857142858,252,mV,1000.0,14,False
236,220,16,32,0.873015873015873,0.9322033898305084,0.19047619047619047,8.245454545454546,13,0,3,16,0.8125,ecgca997.edf,Abdomen_1,abdominal,23.857142857142858,252,uV,1000.0,14,False
244,225,19,27,0.8928571428571429,0.9221311475409836,0.18253968253968253,10.715555555555556,13,0,6,19,0.6842105263157895,ecgca997.edf,Abdomen_2,abdominal,23.857142857142858,252,uV,1000.0,14,False
242,224,18,28,0.8888888888888888,0.9256198347107438,0.18253968253968253,10.495535714285714,13,0,5,18,0.7222222222222222,ecgca997.edf,Abdomen_3,abdominal,23.857142857142858,252,uV,1000.0,14,False
244,224,20,28,0.8888888888888888,0.9180327868852459,0.19047619047619047,11.379464285714286,13,0,7,20,0.65,ecgca997.edf,Abdomen_4,abdominal,23.857142857142858,252,uV,1000.0,14,False
404,373,31,33,0.9187192118226601,0.9232673267326733,0.15763546798029557,12.53887399463807,21,1,9,30,0.7,ecgca998.edf,Thorax_1,thoracic,32.42857142857143,406,mV,1000.0,19,True
393,362,31,44,0.8916256157635468,0.9211195928753181,0.18472906403940886,20.56353591160221,23,1,7,30,0.7666666666666667,ecgca998.edf,Thorax_2,thoracic,32.42857142857143,406,mV,1000.0,19,True
198,173,25,233,0.42610837438423643,0.8737373737373737,0.6354679802955665,31.294797687861273,10,0,15,25,0.4,ecgca998.edf,Abdomen_1,abdominal,32.42857142857143,406,uV,1000.0,19,True
187,160,27,246,0.39408866995073893,0.8556149732620321,0.6724137931034483,27.73125,9,0,18,27,0.3333333333333333,ecgca998.edf,Abdomen_2,abdominal,32.42857142857143,406,uV,1000.0,19,True
189,163,26,243,0.4014778325123153,0.8624338624338624,0.6625615763546798,27.49079754601227,9,0,17,26,0.34615384615384615,ecgca998.edf,Abdomen_3,abdominal,32.42857142857143,406,uV,1000.0,19,True
192,169,23,237,0.41625615763546797,0.8802083333333334,0.6403940886699507,29.005917159763314,8,0,15,23,0.34782608695652173,ecgca998.edf,Abdomen_4,abdominal,32.42857142857143,406,uV,1000.0,19,True
