# pcg_capture max4466 pin=39 fs=500 att=11db
# captured 20260905_134318 port=COM8 tag=chest_air_batt_p74
t_us,adc
3794000,1915
3796000,1913
3798000,1911
3800000,1913
3802000,1913
3804000,1915
3806000,1915
3808000,1910
3810000,1913
3812000,1913
3814000,1909
3816000,1909
3818001,1911
3820001,1909
3822001,1911
3824001,1916
3826001,1915
3828001,1914
3830001,1914
3832001,1909
3834001,1913
3836001,1914
3838000,1910
3840000,1913
3842000,1910
3844001,1914
3846001,1910
3848001,1911
3850001,1909
3852000,1914
3854001,1909
3856001,1951
3858001,1910
3860001,1911
3862001,1911
3864000,1913
3866001,1913
3868001,1914
3870001,1914
3872000,1917
3874000,1915
3876001,1902
3878001,1911
3880001,1911
3882001,1910
3884000,1915
3886000,1913
3888000,1914
3890000,1912
3892000,1914
3894000,1914
3896000,1914
3898001,1910
3900001,1910
3902000,1909
3904000,1913
3906001,1914
3908000,1913
3910000,1911
3912000,1914
3914000,1913
3916000,1910
3918000,1910
3920000,1915
3922000,1914
3924000,1911
3926000,1915
3928001,1914
3930001,1915
3932001,1914
3934001,1916
3936001,1911
3938001,1910
3940001,1911
3942001,1911
3944001,1913
3946001,1913
3948001,1913
3950000,1916
3952000,1918
3954001,1915
3956001,1916
3958000,1915
3960000,1914
3962001,1909
3964001,1914
3966000,1910
3968000,1914
3970000,1914
3972000,1913
3974000,1915
3976001,1914
3978001,1914
3980001,1918
3982001,1911
3984001,1914
3986001,1914
3988001,1913
3990001,1915
3992001,1913
3994001,1914
3996001,1914
3998001,1913
4000000,1917
4002000,1917
4004000,1916
4006000,1913
4008000,1915
4010000,1911
4012001,1913
4014001,1914
4016000,1915
4018000,1917
4020000,1914
4022001,1913
4024001,1911
4026001,1912
4028000,1911
4030000,1921
4032000,1910
